,0,CARDINAL,DATE,GPE,LOC,MONEY,NORP,ORG,PERSON,WORK_OF_ART,ORDINAL,QUANTITY,TIME,FAC,LAW,PRODUCT,EVENT,PERCENT,LANGUAGE
0,,1.0,1.0,2.0,,,10.0,10.0,3.0,,,,,,2.0,,,,
0,,1.0,4.0,7.0,2.0,,11.0,20.0,17.0,,,,,,,,,,
0,,5.0,5.0,10.0,,,4.0,19.0,27.0,,5.0,,,1.0,,1.0,,,
0,,15.0,11.0,20.0,,3.0,6.0,22.0,21.0,,2.0,,,,,,,,
0,,3.0,8.0,2.0,1.0,,16.0,19.0,54.0,1.0,,,,1.0,,1.0,,,
0,,6.0,19.0,32.0,1.0,,18.0,32.0,75.0,3.0,1.0,,2.0,,,,,12.0,
0,,,2.0,4.0,,,1.0,3.0,1.0,,,,,,,,,,
0,,14.0,17.0,6.0,,2.0,21.0,26.0,11.0,,2.0,,1.0,1.0,1.0,,,2.0,
0,,5.0,1.0,3.0,1.0,,,9.0,8.0,,,,1.0,,,,,,
0,,2.0,15.0,10.0,,,3.0,5.0,20.0,1.0,3.0,,2.0,6.0,,,,,
0,,3.0,24.0,14.0,5.0,2.0,8.0,37.0,37.0,2.0,8.0,,5.0,2.0,1.0,,,,
0,,5.0,16.0,26.0,1.0,,1.0,5.0,15.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,
0,,1.0,7.0,8.0,2.0,,5.0,11.0,4.0,,,,,3.0,4.0,,,,
0,,9.0,7.0,6.0,,,10.0,6.0,4.0,,1.0,,,,,,2.0,2.0,
0,,7.0,26.0,13.0,2.0,23.0,6.0,24.0,22.0,,1.0,,,1.0,1.0,,,2.0,
0,,7.0,13.0,5.0,,1.0,4.0,6.0,10.0,,4.0,,,,,1.0,,1.0,
0,,2.0,4.0,6.0,,,,13.0,7.0,,1.0,,,,,,,,
0,,,7.0,7.0,,4.0,3.0,7.0,4.0,,,,,,,1.0,,,
0,,3.0,11.0,12.0,4.0,2.0,8.0,34.0,40.0,,2.0,,15.0,5.0,,,1.0,,1.0
0,,3.0,1.0,1.0,,,,7.0,,,,,1.0,,,1.0,1.0,,
0,,1.0,12.0,4.0,,,1.0,9.0,9.0,1.0,1.0,,,,,1.0,1.0,,
0,,10.0,17.0,20.0,,,5.0,16.0,24.0,,,,1.0,,,,,,
0,,3.0,8.0,11.0,,,,3.0,6.0,,1.0,1.0,5.0,1.0,,,,,
0,,3.0,2.0,2.0,,,1.0,9.0,3.0,,1.0,,2.0,2.0,,2.0,2.0,,
0,,6.0,11.0,14.0,,2.0,11.0,14.0,27.0,,1.0,,4.0,,1.0,1.0,,1.0,
0,,5.0,11.0,11.0,,1.0,1.0,18.0,7.0,,3.0,,1.0,7.0,,1.0,3.0,,
0,,4.0,15.0,14.0,5.0,,4.0,7.0,18.0,2.0,4.0,,8.0,9.0,1.0,3.0,2.0,,1.0
0,,8.0,11.0,21.0,1.0,2.0,15.0,25.0,29.0,3.0,3.0,,4.0,,,1.0,,,
0,,2.0,31.0,16.0,,6.0,12.0,46.0,33.0,1.0,1.0,,15.0,1.0,,,,,
0,,3.0,3.0,6.0,2.0,,1.0,3.0,4.0,1.0,,,,1.0,1.0,,,,
0,,2.0,4.0,8.0,,,,9.0,8.0,,,,,,,,,,
0,,6.0,13.0,3.0,,,7.0,20.0,10.0,,1.0,,1.0,,,,,,
0,,10.0,21.0,27.0,,,19.0,19.0,6.0,,,1.0,,,,,,4.0,
0,,7.0,8.0,9.0,,6.0,4.0,9.0,14.0,,2.0,,,,,,,1.0,
0,,6.0,8.0,8.0,,1.0,,8.0,13.0,,,1.0,,,,,,,
0,,9.0,12.0,8.0,,,13.0,4.0,6.0,1.0,1.0,,2.0,1.0,,,,,
0,,2.0,2.0,8.0,,,3.0,4.0,2.0,,,,7.0,,,,,,
0,,3.0,3.0,8.0,,,7.0,30.0,21.0,1.0,,,,1.0,1.0,1.0,,,
0,,1.0,4.0,18.0,2.0,3.0,,4.0,8.0,,,,,,,,,,
0,,1.0,,4.0,,,,,,,,,2.0,1.0,,,,,
0,,5.0,5.0,10.0,,,,3.0,13.0,,,2.0,4.0,,,,,,
0,,,1.0,2.0,,,,7.0,1.0,,,1.0,,,,1.0,,,
0,,4.0,5.0,10.0,,,1.0,18.0,4.0,,3.0,,,,10.0,,,,
0,,,5.0,6.0,,,4.0,7.0,6.0,,1.0,,,,,,,,
0,,2.0,3.0,6.0,,,2.0,5.0,4.0,,,1.0,,,,,,,
0,,5.0,8.0,15.0,6.0,3.0,5.0,20.0,8.0,,1.0,,,,,,,1.0,
0,,2.0,8.0,8.0,1.0,10.0,,29.0,25.0,,1.0,,,2.0,,3.0,,,
0,,1.0,29.0,7.0,1.0,,1.0,5.0,9.0,,,4.0,2.0,,,,,,
0,,1.0,7.0,9.0,1.0,,,4.0,1.0,,,3.0,7.0,,,,,,
0,,45.0,14.0,38.0,1.0,,3.0,12.0,11.0,,,,1.0,,,,,,
0,,7.0,8.0,9.0,1.0,1.0,1.0,14.0,16.0,1.0,,1.0,,1.0,,1.0,,,
0,,3.0,6.0,6.0,,,3.0,15.0,13.0,,,,,,2.0,,1.0,,
0,,,2.0,2.0,,,,,,,,,,,,,,,
0,,5.0,8.0,9.0,,2.0,1.0,2.0,9.0,,,2.0,,1.0,,,,,
0,,6.0,11.0,14.0,,,3.0,1.0,5.0,,2.0,,,,,,1.0,,
0,,2.0,6.0,18.0,,,8.0,6.0,16.0,,1.0,,,,,,,,
0,,10.0,13.0,6.0,6.0,,4.0,12.0,23.0,,7.0,4.0,7.0,1.0,,1.0,,,
0,,6.0,13.0,6.0,,3.0,19.0,15.0,14.0,,,,,1.0,,,,9.0,
0,,,3.0,5.0,,,1.0,4.0,2.0,,,,,,,1.0,,,
0,,7.0,7.0,8.0,1.0,,,10.0,12.0,1.0,,,,,,,,,
0,,5.0,9.0,11.0,,,7.0,15.0,16.0,,,,,1.0,,,1.0,,
0,,10.0,3.0,2.0,,,,2.0,2.0,1.0,,2.0,7.0,1.0,,1.0,1.0,,
0,,3.0,16.0,11.0,,,10.0,27.0,14.0,1.0,2.0,,,,,,2.0,,1.0
0,,4.0,5.0,3.0,,4.0,1.0,8.0,16.0,,3.0,,,,,,,,
0,,9.0,12.0,6.0,1.0,,4.0,8.0,21.0,1.0,2.0,,3.0,,,,,,
0,,5.0,11.0,8.0,,,,8.0,14.0,,1.0,,4.0,2.0,,,,,
0,,12.0,21.0,6.0,2.0,,11.0,17.0,21.0,,1.0,,4.0,,,,,,
0,,6.0,12.0,5.0,,5.0,1.0,8.0,12.0,,1.0,,1.0,,1.0,,1.0,,
0,,,9.0,6.0,1.0,14.0,3.0,17.0,9.0,,1.0,,1.0,,,,,1.0,
0,,2.0,6.0,4.0,,,1.0,8.0,2.0,,,,,3.0,,,,,
0,,1.0,5.0,8.0,3.0,,5.0,30.0,12.0,,1.0,,,2.0,,,1.0,,
0,,3.0,1.0,3.0,,,1.0,4.0,1.0,,,,1.0,2.0,,2.0,,,
0,,,3.0,2.0,,,,3.0,6.0,,,,2.0,,,1.0,,,
0,,1.0,,2.0,1.0,,1.0,2.0,8.0,,,,4.0,,,,,,
0,,4.0,12.0,18.0,1.0,1.0,15.0,24.0,36.0,4.0,3.0,,1.0,,,1.0,,,
0,,2.0,5.0,2.0,,,1.0,5.0,3.0,,,,1.0,2.0,,,,,
0,,7.0,7.0,8.0,,,4.0,9.0,11.0,,,,1.0,1.0,,,,,
0,,15.0,12.0,9.0,,1.0,,5.0,6.0,,2.0,,4.0,2.0,,,,,
0,,4.0,14.0,6.0,,,1.0,15.0,3.0,,,,3.0,,,1.0,,,
0,,2.0,3.0,6.0,,,,1.0,2.0,,,,,,,,,,
0,,5.0,5.0,6.0,1.0,,,8.0,2.0,,,,,,,,,,
0,,3.0,8.0,5.0,,,,10.0,6.0,,,,,,,1.0,,,
0,,5.0,6.0,10.0,,4.0,,14.0,4.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,
0,,1.0,8.0,7.0,2.0,,1.0,15.0,4.0,,,,,,,,,,
0,,3.0,6.0,18.0,,5.0,10.0,12.0,3.0,,,,,,,,,2.0,
0,,2.0,5.0,5.0,1.0,2.0,8.0,9.0,4.0,,2.0,,,,,,,4.0,
0,,8.0,20.0,6.0,,,15.0,21.0,6.0,,1.0,,,,1.0,,1.0,,
0,,3.0,5.0,10.0,,,1.0,9.0,13.0,,,3.0,1.0,3.0,,,,,
0,,9.0,16.0,12.0,1.0,,3.0,14.0,17.0,,11.0,,3.0,2.0,,,1.0,1.0,
0,,1.0,2.0,1.0,,,1.0,5.0,,,1.0,,,,,,,,
0,,2.0,1.0,1.0,,,1.0,8.0,1.0,,,,,,,,,,
0,,11.0,13.0,16.0,1.0,,3.0,8.0,5.0,,,,,4.0,,,,,
0,,1.0,4.0,7.0,1.0,1.0,,6.0,13.0,,,,,,,1.0,,,
0,,2.0,1.0,7.0,,,,4.0,2.0,,2.0,,,,,,,,
0,,13.0,17.0,12.0,,,14.0,24.0,19.0,,2.0,,2.0,,1.0,,,,
0,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,2.0,,
0,,1.0,4.0,6.0,,,,2.0,2.0,,,,,,,,,,
0,,5.0,11.0,4.0,,,4.0,11.0,4.0,,1.0,,1.0,1.0,2.0,,,,
0,,1.0,2.0,2.0,,,1.0,,,,,,,1.0,,,1.0,,
0,,1.0,3.0,2.0,,3.0,1.0,10.0,7.0,,2.0,,3.0,1.0,,,1.0,,
0,,4.0,13.0,10.0,1.0,,1.0,9.0,1.0,,,5.0,3.0,2.0,,,,2.0,
0,,1.0,2.0,2.0,,1.0,,6.0,6.0,,,,,,,,,,
0,,12.0,4.0,8.0,,,2.0,25.0,7.0,1.0,2.0,4.0,2.0,,,,,,
0,,6.0,7.0,7.0,1.0,2.0,19.0,12.0,19.0,2.0,,,3.0,1.0,,,,1.0,
0,,10.0,7.0,14.0,,6.0,8.0,20.0,8.0,,2.0,2.0,,,,,,1.0,
0,,2.0,10.0,5.0,1.0,,,7.0,6.0,,2.0,,,,,1.0,2.0,,
0,,4.0,13.0,13.0,,1.0,8.0,27.0,9.0,,1.0,,,,2.0,1.0,,,
0,,12.0,18.0,6.0,,4.0,25.0,15.0,12.0,,1.0,,,,,,,2.0,
0,,4.0,17.0,3.0,,6.0,6.0,15.0,11.0,,1.0,,1.0,,,,1.0,1.0,
0,,2.0,4.0,6.0,5.0,,2.0,6.0,2.0,,1.0,,,,,1.0,,,
0,,1.0,3.0,19.0,3.0,,7.0,8.0,13.0,,,,,,,,,,
0,,2.0,10.0,10.0,,3.0,3.0,22.0,16.0,2.0,,,1.0,1.0,1.0,,1.0,,
0,,3.0,9.0,9.0,1.0,,,9.0,9.0,,,,,,,,,,
0,,7.0,12.0,3.0,,,9.0,16.0,12.0,1.0,,,,,1.0,,,,
0,,7.0,11.0,13.0,,,14.0,25.0,21.0,,2.0,,,1.0,,,,,
0,,8.0,12.0,18.0,4.0,,,7.0,9.0,,1.0,2.0,,6.0,,,,,
0,,1.0,3.0,7.0,,,2.0,4.0,6.0,,1.0,,,,,,,,
0,,3.0,7.0,6.0,,,5.0,7.0,2.0,,,,,,,,1.0,2.0,
0,,4.0,3.0,22.0,1.0,1.0,2.0,15.0,6.0,,1.0,1.0,1.0,2.0,3.0,,,,
0,,1.0,11.0,8.0,,,1.0,5.0,9.0,,2.0,,1.0,3.0,,,,,
0,,7.0,6.0,4.0,1.0,,,5.0,1.0,,1.0,,2.0,1.0,,,,,
0,,3.0,12.0,9.0,2.0,,12.0,8.0,11.0,1.0,5.0,,1.0,1.0,,,,,
0,,11.0,8.0,13.0,,,12.0,19.0,21.0,,,,,,,,,1.0,
0,,,10.0,14.0,,,,4.0,4.0,,1.0,,1.0,2.0,1.0,,,,
0,,4.0,5.0,3.0,,,2.0,8.0,7.0,,,,1.0,1.0,,1.0,,,
0,,16.0,14.0,1.0,,4.0,,5.0,2.0,,,,,,,,,,
0,,3.0,5.0,1.0,,,2.0,1.0,3.0,1.0,1.0,,,,,,1.0,,1.0
0,,2.0,1.0,2.0,,,,2.0,,,,,2.0,2.0,,,,,
0,,2.0,4.0,3.0,,,2.0,1.0,2.0,,,1.0,1.0,3.0,,,,,
0,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
0,,8.0,7.0,18.0,,,2.0,7.0,3.0,,2.0,,,,,,,14.0,
0,,,10.0,5.0,,,2.0,11.0,12.0,,1.0,,,,,,,,
0,,7.0,8.0,8.0,,,,12.0,3.0,,2.0,,7.0,4.0,1.0,1.0,2.0,,
0,,4.0,5.0,7.0,2.0,2.0,3.0,14.0,7.0,,,1.0,,,,,,,
0,,3.0,6.0,6.0,1.0,,,8.0,9.0,,,4.0,2.0,1.0,1.0,,,,
0,,3.0,9.0,10.0,1.0,2.0,,14.0,3.0,,,,,,,,,7.0,
0,,,1.0,2.0,,,,7.0,4.0,,,,,,,,,,
0,,1.0,5.0,1.0,,3.0,4.0,16.0,9.0,,1.0,,2.0,1.0,,,,,
0,,7.0,14.0,20.0,5.0,,3.0,21.0,16.0,2.0,2.0,,,4.0,,,,,
0,,2.0,10.0,6.0,,2.0,2.0,9.0,19.0,1.0,,,,1.0,,1.0,,,
0,,11.0,13.0,22.0,10.0,2.0,7.0,19.0,18.0,1.0,2.0,,4.0,,,,,,
0,,1.0,5.0,10.0,,,4.0,14.0,13.0,,,,2.0,6.0,,1.0,,,
0,,3.0,14.0,4.0,,2.0,12.0,25.0,23.0,,1.0,,,4.0,,,1.0,,
0,,1.0,6.0,6.0,,,1.0,4.0,9.0,1.0,1.0,,,,,1.0,,,
0,,2.0,3.0,3.0,,,,9.0,4.0,,,,,,,,,,
0,,5.0,6.0,3.0,,3.0,2.0,7.0,7.0,1.0,2.0,,,1.0,,,1.0,,
0,,1.0,2.0,3.0,,1.0,1.0,9.0,9.0,,1.0,1.0,,,2.0,,,,
0,,3.0,10.0,5.0,,,3.0,13.0,9.0,,,,,,,,,,
0,,6.0,28.0,5.0,,,,19.0,5.0,,1.0,,3.0,,8.0,2.0,4.0,,
0,,1.0,3.0,6.0,,1.0,,5.0,9.0,,1.0,,2.0,1.0,,1.0,,,
0,,7.0,9.0,5.0,5.0,,3.0,6.0,17.0,1.0,1.0,,3.0,,,,2.0,,
0,,6.0,10.0,5.0,,1.0,4.0,28.0,13.0,,,,1.0,,,,,,
0,,1.0,11.0,7.0,,,2.0,5.0,2.0,,1.0,,,,,,,,
0,,1.0,2.0,5.0,,,,5.0,6.0,,,,,,,,,,
0,,2.0,9.0,15.0,1.0,3.0,,14.0,5.0,1.0,1.0,6.0,,,1.0,,,,
0,,2.0,4.0,4.0,,6.0,6.0,12.0,9.0,,,,,,,,,,
0,,2.0,2.0,2.0,1.0,,,7.0,3.0,,,1.0,1.0,,,,,,
0,,,1.0,3.0,,,1.0,2.0,4.0,1.0,,,,,,,,,
0,,12.0,14.0,17.0,,,11.0,16.0,15.0,1.0,1.0,,,1.0,,,1.0,,
0,,,5.0,8.0,2.0,3.0,3.0,14.0,9.0,,,1.0,,1.0,,,,,
0,,9.0,6.0,7.0,1.0,1.0,2.0,5.0,16.0,,,,,2.0,,2.0,,1.0,
0,,6.0,20.0,13.0,,,6.0,64.0,11.0,3.0,3.0,1.0,,3.0,,1.0,1.0,,
0,,15.0,5.0,21.0,3.0,,5.0,53.0,29.0,1.0,4.0,2.0,3.0,2.0,1.0,,,,
0,,10.0,7.0,7.0,1.0,,7.0,39.0,18.0,,,,3.0,2.0,,1.0,,,
0,,1.0,4.0,3.0,,,2.0,6.0,7.0,,2.0,,,,,,,,
0,,5.0,11.0,14.0,11.0,,1.0,17.0,9.0,1.0,,,,2.0,,1.0,,,
0,,32.0,16.0,32.0,,,15.0,38.0,22.0,1.0,1.0,20.0,,,,8.0,1.0,2.0,
0,,2.0,9.0,2.0,,,2.0,9.0,4.0,,,1.0,,,,,,1.0,
0,,1.0,6.0,3.0,,2.0,2.0,8.0,6.0,,,,,,,,,2.0,
0,,9.0,13.0,38.0,8.0,,15.0,6.0,12.0,1.0,,,1.0,,,,,,
0,,3.0,4.0,20.0,,,1.0,2.0,11.0,,1.0,,,,,,,,
0,,5.0,10.0,8.0,2.0,,2.0,6.0,14.0,,1.0,,,,1.0,,,2.0,
0,,3.0,4.0,15.0,,1.0,4.0,12.0,5.0,,,,1.0,,,,,,
0,,3.0,8.0,11.0,,,2.0,4.0,14.0,,,,,,,,,,
0,,1.0,1.0,3.0,,1.0,,4.0,4.0,,,,,,,,,,
0,,12.0,16.0,42.0,11.0,2.0,4.0,5.0,8.0,1.0,1.0,3.0,,1.0,,,,,
0,,1.0,16.0,3.0,,11.0,,3.0,2.0,,,,,,,,,5.0,
0,,4.0,3.0,3.0,,,,15.0,3.0,1.0,,1.0,3.0,2.0,,,,1.0,
0,,4.0,13.0,10.0,,,30.0,31.0,24.0,2.0,,,5.0,,,,,,
0,,4.0,12.0,7.0,,,1.0,7.0,13.0,1.0,2.0,1.0,,,,,2.0,,
0,,7.0,24.0,7.0,,,12.0,73.0,47.0,,,,1.0,1.0,,,,,
0,,6.0,11.0,8.0,5.0,,1.0,23.0,25.0,3.0,3.0,1.0,,10.0,,1.0,,,
0,,6.0,17.0,36.0,4.0,2.0,1.0,28.0,11.0,,3.0,1.0,5.0,5.0,,1.0,1.0,,
0,,8.0,11.0,14.0,4.0,,,24.0,11.0,1.0,,,4.0,3.0,1.0,,,,
0,,7.0,14.0,5.0,3.0,,2.0,19.0,42.0,2.0,3.0,,1.0,4.0,,,,,
0,,,3.0,4.0,1.0,1.0,5.0,3.0,4.0,,,,,,,,,,
0,,2.0,3.0,1.0,2.0,,12.0,14.0,13.0,1.0,,1.0,,2.0,,1.0,,,2.0
0,,7.0,22.0,16.0,4.0,1.0,8.0,23.0,35.0,2.0,,,,1.0,,1.0,2.0,,
0,,5.0,16.0,11.0,,,,33.0,14.0,5.0,1.0,1.0,1.0,3.0,,,3.0,,
0,,3.0,2.0,5.0,,3.0,1.0,2.0,5.0,,,,2.0,,,,,,
0,,16.0,23.0,7.0,,1.0,,28.0,9.0,,,,2.0,,,,,,
0,,2.0,5.0,2.0,,,,11.0,7.0,,,,1.0,2.0,,,,,
0,,1.0,4.0,5.0,1.0,,,3.0,2.0,,,1.0,1.0,,,,,,
0,,2.0,7.0,13.0,,,,4.0,3.0,,,,1.0,1.0,,,,,
0,,13.0,17.0,6.0,,,,20.0,28.0,8.0,5.0,,2.0,3.0,,,,,
0,,14.0,13.0,15.0,,2.0,2.0,16.0,8.0,3.0,6.0,,,1.0,,,,1.0,
0,,3.0,5.0,12.0,2.0,,2.0,12.0,16.0,1.0,,1.0,,1.0,,,,,
0,,17.0,25.0,16.0,,1.0,,29.0,53.0,,3.0,1.0,7.0,3.0,,,,2.0,
0,,2.0,5.0,10.0,,4.0,6.0,17.0,9.0,1.0,1.0,,2.0,,,,,,
0,,6.0,7.0,39.0,3.0,,6.0,12.0,11.0,,1.0,1.0,,,,,,,
0,,1.0,4.0,6.0,,,1.0,4.0,,,,,2.0,3.0,,,,,
0,,,3.0,6.0,1.0,,1.0,6.0,2.0,1.0,2.0,,,,,,,,
0,,13.0,24.0,8.0,,,1.0,6.0,18.0,,4.0,,,1.0,,,,,
0,,8.0,22.0,3.0,,,1.0,25.0,39.0,,5.0,,,,1.0,,1.0,2.0,
0,,9.0,26.0,18.0,3.0,6.0,2.0,18.0,30.0,,3.0,,,11.0,,,1.0,,
0,,8.0,16.0,4.0,,2.0,,29.0,29.0,2.0,1.0,,1.0,1.0,,,,,
0,,2.0,9.0,5.0,,,,2.0,2.0,1.0,,,1.0,,,,,,
0,,10.0,24.0,15.0,2.0,2.0,,14.0,21.0,3.0,2.0,,1.0,,,1.0,,,
0,,3.0,6.0,8.0,,7.0,3.0,8.0,5.0,,3.0,,1.0,,,,,,
0,,4.0,7.0,6.0,,3.0,2.0,20.0,15.0,1.0,2.0,,3.0,,,,1.0,,
0,,4.0,2.0,2.0,2.0,,1.0,8.0,6.0,4.0,,,,,,,,,
0,,3.0,4.0,7.0,,1.0,3.0,5.0,9.0,1.0,,,,,,,,,
0,,2.0,14.0,3.0,,3.0,,16.0,8.0,1.0,1.0,,4.0,2.0,,,,,
0,,8.0,15.0,6.0,,1.0,,24.0,13.0,3.0,1.0,,1.0,,,1.0,,,
0,,1.0,4.0,7.0,,1.0,,14.0,2.0,,,,,1.0,,,1.0,,
0,,8.0,7.0,16.0,1.0,1.0,,11.0,3.0,,1.0,,1.0,,,,,1.0,
0,,2.0,7.0,14.0,2.0,,,12.0,3.0,,,,3.0,2.0,,2.0,,,
0,,4.0,11.0,1.0,,2.0,1.0,19.0,5.0,,,,5.0,1.0,,,,,
0,,4.0,6.0,7.0,,,,8.0,4.0,,,2.0,,,,,,,
0,,2.0,8.0,7.0,2.0,,3.0,18.0,10.0,1.0,,,4.0,4.0,1.0,1.0,,,
0,,2.0,11.0,6.0,,,,15.0,10.0,1.0,,,3.0,1.0,,,,,1.0
0,,9.0,21.0,5.0,1.0,1.0,,57.0,17.0,,1.0,2.0,2.0,1.0,,,,,
0,,4.0,4.0,7.0,,,2.0,3.0,3.0,,,,,,,,,,
0,,2.0,1.0,2.0,,,1.0,5.0,1.0,,1.0,,1.0,,,,,,
0,,,1.0,2.0,,,2.0,4.0,5.0,,,,,,,,,,
0,,10.0,23.0,4.0,1.0,,12.0,31.0,21.0,3.0,4.0,1.0,1.0,17.0,,1.0,6.0,,
0,,4.0,7.0,5.0,,,4.0,4.0,2.0,,,,1.0,2.0,,,1.0,,
0,,1.0,7.0,5.0,1.0,,1.0,13.0,5.0,,,,1.0,,,,,,
0,,3.0,11.0,6.0,,,,16.0,12.0,,,1.0,,1.0,,,,,
0,,2.0,12.0,13.0,,,5.0,7.0,9.0,1.0,,,1.0,,,,,,
0,,2.0,8.0,14.0,1.0,,4.0,12.0,19.0,,1.0,,3.0,,,,,,
0,,4.0,5.0,31.0,3.0,,5.0,4.0,13.0,,,,,,,,1.0,,
0,,3.0,1.0,1.0,1.0,2.0,,10.0,2.0,,,,1.0,,,,,,
0,,65.0,67.0,27.0,7.0,1.0,9.0,77.0,60.0,21.0,16.0,,104.0,28.0,,1.0,2.0,,
0,,62.0,157.0,24.0,1.0,26.0,7.0,81.0,60.0,3.0,11.0,3.0,269.0,26.0,1.0,4.0,,,
0,,3.0,4.0,10.0,1.0,,6.0,11.0,5.0,1.0,,,1.0,,,,,,
0,,3.0,12.0,6.0,,,5.0,17.0,12.0,5.0,,,1.0,1.0,,,,,1.0
0,,3.0,13.0,2.0,1.0,,,12.0,6.0,,,,3.0,,,,,,
0,,4.0,17.0,42.0,9.0,2.0,1.0,29.0,21.0,,,4.0,,1.0,,,,,
0,,3.0,7.0,10.0,1.0,1.0,1.0,11.0,14.0,,,,1.0,,,1.0,,,
0,,1.0,3.0,2.0,,,2.0,4.0,4.0,,,,,,,,,,
0,,3.0,17.0,4.0,,2.0,,23.0,3.0,,2.0,,,,,,,,
0,,8.0,14.0,12.0,3.0,,3.0,28.0,12.0,1.0,6.0,,3.0,2.0,,1.0,1.0,,
0,,2.0,5.0,11.0,2.0,,,7.0,13.0,,2.0,,,1.0,,,2.0,,
0,,5.0,43.0,1.0,,2.0,,20.0,12.0,,7.0,,2.0,,,,,1.0,
0,,3.0,11.0,6.0,,,,7.0,8.0,1.0,,,,,,,,3.0,
0,,14.0,26.0,12.0,,2.0,7.0,11.0,39.0,2.0,1.0,2.0,,2.0,,,,,
0,,16.0,8.0,7.0,1.0,6.0,,29.0,5.0,1.0,,,,,,,,,
0,,4.0,6.0,7.0,,,22.0,14.0,11.0,,,,1.0,2.0,,,,,
0,,89.0,70.0,66.0,6.0,5.0,4.0,91.0,22.0,1.0,23.0,1.0,68.0,14.0,,1.0,,,1.0
0,,11.0,9.0,7.0,,1.0,3.0,10.0,24.0,2.0,1.0,,1.0,,,,,,
0,,6.0,26.0,1.0,,,,26.0,9.0,,,,,,,,,,
0,,,2.0,2.0,,,6.0,5.0,5.0,,,,1.0,,1.0,,,,
0,,5.0,14.0,3.0,1.0,3.0,,19.0,6.0,,1.0,2.0,1.0,2.0,1.0,,,,
0,,,1.0,2.0,,,2.0,3.0,3.0,,,,,,,,,,
0,,,4.0,7.0,1.0,,2.0,12.0,3.0,,,3.0,,1.0,,,,,
0,,3.0,14.0,5.0,,,,8.0,34.0,1.0,2.0,,1.0,2.0,,,2.0,,
0,,6.0,13.0,7.0,,1.0,,11.0,6.0,,,,1.0,1.0,,,,,
0,,4.0,9.0,17.0,1.0,1.0,3.0,11.0,18.0,,,,,,1.0,,,,
0,,1.0,5.0,4.0,,,2.0,8.0,2.0,,,,,,,,,,
0,,2.0,24.0,11.0,,2.0,27.0,39.0,28.0,,,,12.0,,,,,,
0,,2.0,9.0,6.0,,,,3.0,9.0,,,,1.0,1.0,,,,,
0,,4.0,7.0,2.0,,,,16.0,3.0,,1.0,,1.0,,,,,,
0,,4.0,10.0,6.0,2.0,,4.0,4.0,5.0,1.0,,,,,,,1.0,,
0,,5.0,6.0,1.0,,,,8.0,27.0,1.0,6.0,1.0,2.0,,1.0,1.0,,,1.0
0,,5.0,9.0,8.0,6.0,,,16.0,24.0,8.0,4.0,,1.0,1.0,,,,,
0,,5.0,8.0,12.0,,,5.0,6.0,8.0,,1.0,,1.0,1.0,,,1.0,,
0,,8.0,9.0,13.0,,,1.0,8.0,5.0,,1.0,1.0,3.0,1.0,,10.0,,,
0,,11.0,31.0,7.0,,9.0,,55.0,14.0,6.0,1.0,,1.0,1.0,,1.0,1.0,,
0,,,11.0,8.0,3.0,,3.0,14.0,22.0,,3.0,,1.0,5.0,,1.0,1.0,,
0,,4.0,1.0,2.0,1.0,,8.0,22.0,19.0,1.0,1.0,,1.0,,,2.0,,,
0,,4.0,9.0,7.0,,1.0,4.0,6.0,8.0,,2.0,,1.0,,,,,3.0,
0,,3.0,5.0,14.0,1.0,,2.0,13.0,3.0,1.0,,,2.0,1.0,,,,,
0,,3.0,3.0,3.0,,1.0,2.0,6.0,8.0,,,,1.0,,,,,1.0,
0,,9.0,19.0,21.0,1.0,1.0,,21.0,15.0,4.0,,,5.0,2.0,,1.0,,5.0,
0,,2.0,8.0,10.0,,5.0,5.0,20.0,15.0,,1.0,,,,,,,2.0,
0,,1.0,5.0,6.0,,,,2.0,8.0,,1.0,,2.0,,,,1.0,,
0,,11.0,7.0,5.0,,1.0,3.0,30.0,12.0,3.0,3.0,,1.0,3.0,,,1.0,,1.0
0,,8.0,20.0,10.0,,1.0,3.0,13.0,12.0,,,1.0,3.0,,,,3.0,1.0,
0,,1.0,5.0,2.0,,1.0,,18.0,3.0,1.0,2.0,,,,,,,,
0,,8.0,6.0,15.0,,1.0,,18.0,9.0,,,,1.0,2.0,1.0,1.0,,,
0,,7.0,13.0,6.0,,,1.0,31.0,19.0,,1.0,,2.0,3.0,,,2.0,,
0,,12.0,11.0,15.0,4.0,,14.0,3.0,24.0,,,,3.0,2.0,,,9.0,,
0,,2.0,5.0,13.0,1.0,1.0,2.0,6.0,,1.0,,1.0,1.0,3.0,,,,,
0,,4.0,7.0,5.0,1.0,,3.0,6.0,2.0,,,,2.0,2.0,,,1.0,,
0,,,2.0,1.0,,,,5.0,4.0,,,,,,,,,,
0,,5.0,9.0,2.0,1.0,1.0,1.0,3.0,12.0,2.0,1.0,1.0,1.0,4.0,,,,,
0,,9.0,32.0,2.0,,3.0,,38.0,19.0,2.0,1.0,,,,,,,,
0,,2.0,5.0,2.0,4.0,5.0,1.0,19.0,25.0,,1.0,,2.0,,1.0,,1.0,,
0,,6.0,5.0,12.0,2.0,1.0,,12.0,5.0,1.0,1.0,,,1.0,,,,,
